;;Тема - астрологические созвездия;
;11;"Азербайджанский манат
Несмотря на вынужденную девальвацию в рамках коррекции курса обмена отмечено существенное падение курса. Слабая валюта ориентирована, помимо мировых цен на нефть, на внутреннюю экономику. Жесткая привязка к макроэкономическим процессам до настоящего времени не позволила констатировать стабильности.
";
;12;"Молдавский лей
Слабая валюта, ориентированная преимущественно на внутренний рынок. Характеризуется нестабильностью и прямой зависимостью от экспортных операций. Тенденции к стабилизации возможны лишь при четкой определенности политического курса и надежности экономики внутри страны.
";
;13;"Российский рубль
Курс российской валюты определяется ее привязкой к доллару США. Отнесение рубля к слабым мировым валютам объясняется нестабильностью и зависимостью от мировых цен на нефть, а также от экономических показателей. Политические процессы также оказывают влияние на стоимость рубля. В настоящее время имеется тенденция к удорожанию. 
";
;14;"Австралийский доллар
Несмотря на то, что он признан шестой из наиболее торгуемых валют, австралийский доллар отнесен к слабым мировым валютам. Курс определяется стабильностью австралийской экономики и относительной независимостью от государственного регулирования. В то же время, указанные условия предполагают значительные колебания курса. Именно из-за нестабильности - отнесен к слабым валютам.
";
;15;"Сингапурский доллар
Национальная валюта одноименного государства. Используется во внутренних расчетах, а также для некоторых внешнеэкономических сделок. В мировом рейтинге обозначен как слабая валюта – подлобный статус объясняется, прежде всего, нестабильностью курса по отношению к самым торгуемым мировым валютам. Политику курса определяет министерство финансов страны.
";
;16;"
Грузинский лари
Денежная единица Грузии, официально введенная в обращение после 1995 года. Сильная привязка к внутриэкономическим процессам национальной экономики – как следствие, нестабильность и «слабость» в мировом рейтинге. Официальная привязка к доллару выполнена по принципу «плавающего курса».
";
;;Тема - страны;
;1;"Австралия
Страна занимает целый материк в Южном полушарии. Она на шестом месте по площади в мире. Климат теплый, самая низкая t в июле +15С°. Политическая устройство – парламентская монархия. По экономическому развитию страна занимает 12-е место в мире, инфляция составляет не более 3%. Самые известные достопримечательности: Большой Барельефный риф, «Дом Оперы». 
";1_str.jpg
;2;"Австрия
Австрия – страна в центральной части Европы. Она занимает 112-е место в мире по размеру территории. Умеренный континентальный климат, tср летом +20С°, зимой -14С°. На данный момент Австрия является Федеративной Республикой. Экономика страны опирается на сельское хозяйство и промышленный комплекс, по размеру ВВП занимает 35-е место. Главной достопримечательностью страны можно считать альпийские курорты.
";2_str.jpg
;3;"Азербайджан
Государство Ближнего Востока и частично восточной Европы. Занимает 112-е место по площади. Климат жаркий субтропический. Максимальная t летом +40С°. Азербайджан является Президентской республикой. Экономическая ситуация стабильна, страна занимает 70-е место по размеру ВВП, является нефтедобывающей державой. Достопримечательности: более 130 музеев и галерей, Девичья башня, реликтовые леса.
";3_str.jpg
;4;"Албания
Страна разместилась на юго-востоке Европы. По площади занимает всего 139-е место в мире (около 29 тыс. км²). Албания считается Парламентской республикой. Экономика страны на 115 месте, большой уровень безработицы. Климатические особенности: лето жаркое и сухое, зима влажная умеренно прохладная в среднем не ниже -20 С°.
";4_str.jpg
;5;"Аргентина
Большое государство в Южной Америке. Размер территории занимает 8-е место в мире. Экономическая ситуация нестабильна. Страна добывает, но не экспортирует нефть, крупнейший поставщик урана. По ВВП – 21 место в мире. Аргентина – Президентская республика. Климат субтропический и тропический, летом часты наводнения, зимой засухи.
";5_str.jpg
;6;"Афганистан
Государство Среднего Востока. По размеру площади занимает 41-е место. Это Президентская республика. Экономика государства в полном упадке, зависит от иностранных инвесторов, находится на 219 месте по уровню ВВП. Климат в стране засушливый, субтропический с резкими перепадами температуры. 
";6_str.jpg
;7;"Багамские острова
Государство, расположенное на более, чем на 700 островах на севере от Карибского моря. По общей площади занимает 156-е место. Политическое устройство: Независимое государство в составе Британского содружества. Экономика страны зависит от туризма, ВВП на 151 месте в мире. Климат тропический, ровный, тепло круглый год. 
";7_str.jpeg
;8;"Беларусь
Государство в Восточной Европе. Занимает 84-е место в мире по территории и 63-е по уровню развития экономики. Политическое устройство – президентская республика. Экономика держится на приоритете государственной собственности, развита промышленность. Климат страны континентальный, лето теплое, зима холодная. Достопримечательность: Беловежская пуща.
";7_str.jpg
;9;"Бельгия
Федеративное государство с Конституционной монархией. Занимает 139-ю позицию по размеру территории. Находится в Западной Европе. По уровню ВВП занимает 29 место в мире. Является мировым лидером по торговле алмазами, имеет высокий уровень безработицы. Климат в стране умеренный морской, теплое лето длится с конца весны по сентябрь.
";8_str.jpg
;10;"Болгария
Страна в юго-восточной Европе, по размеру территории занимает всего 104-е место. Она относится к Парламентской республике по форме политического устройства. По уровню ВВП занимает 75 место. Экономика находится в состоянии кризиса. Климат континентальный и средиземноморский. 
";9_str.jpg
;11;"Босния и Герцеговина
Федеральная демократическая республика находится в центре Балканского полуострова. По площади занимает 128-е место в мире. 105 место по размеру ВВП. Экономика страны держится на сельском хозяйстве. Климат умеренный континентальный, летом тепло, зимой не ниже -7С°. Достопримечательности: многочисленные архитектурные памятники византийского периода.
";10_str.jpg
;12;"Бразилия
Федеративная республика находится в Южной Америке. Ее территория занимает по размеру 5-е место в мире. ВВП страны на 6-м месте, за счет добывающей промышленности и развитого сельского хозяйства. Климат страны тропический. Летом температура достигает в среднем +24 С°, зимой дожди, умеренно прохладно.
";11_str.jpg
;13;"Великобритания
В Великобритании действует Парламентская монархия. По размеру территории она всего 78 в мире. По уровню развития экономики страна занимает 6-е место в мире. Основу экономики составляют промышленный комплекс, туризм и сфера услуг. Климат умеренный океанический. Лето прохладное влажное, зимой температура до +3С°.
";12_str.jpg
;14;"Вьетнам
Страна Юго-восточной Азии. Политическое устройство – социалистическая республика. По площади государство занимает 66-е место. Экономика испытывает кризис, находится на 167 месте в мире. Климат тропический муссонный. Зима сухая, лето влажное, средние температуры одинаковы круглый год +26-29С°. 
";13_str.jpg
;15;"Гаити
Республика Гаити находится на одноименном острове на юге Карибского моря. По площади занимает 143 место в мире. Экономика страны находится в упадке, из-за высокого уровня безработицы она на 203 месте в мире. Поступления обеспечиваются переводами трудовых мигрантов, находящихся в основном в США. Климат страны тропический, ураганы. Среднегодовая температура +28 С°.
";14_str.jpg
;16;"Гвинея
Гвинея находится в западной Африке. Это Президентская республика, по размеру территории занимающая 177 место в мире. Климат страны субэкваториальный. Здесь происходит резкая смена влажного (5 месяцев) и сухого сезона. Экономика государства по уровню ВВП занимает 212 место, высокий уровень безработицы. Имеет большие запасы золота, урана, алмазов, бокситов.
";16_str.jpg
;17;"Германия
Страна в западной Европе после объединения имеет политическое устройство Федеративная республика. По площади ее территорий занимает 62 место. Экономика государства считается развитой, занимает 5-е место в мире. Мировой лидер по экспорту. Основа экономики машиностроение, автомобилестроение. Климат умеренный и континентальный. Ср. тем-ра зимой +3С°, летом + 20С°.
";17_str.jpg
;18;"Гондурас
Страна в Центральной Америке, политическое устройство – Президентская республика. Занимает 101 место по размеру территории. Экономика страны слаборазвита, зависит от экспорта фруктов и кофе, занимает 142 место в мире. Климатические особенности: круглый год температура на уровне +22-26 С°, сезон дождей – май и октябрь.
";18_str.jpg
;19;"Греция
Страна находится на юге Европы. Она занимает 95-е место по площади. Государственное устройство – Парламентская республика. Экономика страны держится на туризме и сфере услуг. В 2013 году испытала сильнейший кризис, опустившись с 25 места сразу на 75-е. Климат средиземноморский и умеренный. 
";19_str.jpg
;20;"Грузия
Парламентская республика на Ближнем востоке и в Закавказье по размеру территории занимает 118 место в мире. Треть населения страны живет за чертой бедности. По уровню ВВП страна занимает 110 место. Климат субтропический и местами умеренный. Зимой до -2С°, летом до +26 С°.
";20_str.jpg
;21;"Дания
Государство с Конституционной монархией на севере Европы занимает 130 место в мире по размеру территории. Экономика страны находится на высоком уровне. Здесь низкая безработица и сниженный процент инфляции. Климат государства мягкий морской. Зимой температура редко опускается ниже 0С°, а летом достигает +18С°.
";21_str.jpg
;22;"Доминика
Доминика находится в Карибском море. По размеру территории страна занимает 172-е место в мире. Политическое устройство – Парламентская республика. Государственная экономика по размеру ВВП находится на 184 месте. Основа экономики – туризм. Климат тропический влажный. 
";22_str.jpg
;24;"Египет
Государство расположено в Северной Африке. Площадь территории занимает 30-е место. Политическое устройство – Президентско-парламентская республика. Экономика зависит от туризма, занимает 135-е место. Климат жаркий субтропический,  резкие перепады температур в зависимости от времени суток.
";24_str.jpg
;25;"Израиль
Государство разместилось в Юго-западной Азии. По размеру территории страна занимает 147-е место в мире. Политическая система страны – парламентская республика. Государственная экономика находится на 29 месте в рейтинге мировых держав. Здесь созданы отличные условия для ведения бизнеса. Пояс субтропический, лето продолжительное - жаркое, зимой температура +18С°.
";25_str.jpg
;26;"Индия
Индия находится в Южной Азии. По территории она занимает 7-е место в общемировом списке. Политический строй государства – парламентская республика. Экономика страны признана самой быстроразвивающейся в мире. Но пока большинство населения находится за чертой бедности. Климат тропический, температура летом в среднем +35 С°, зимой +18С°.
";26_str.jpg
;27;"Индонезия
Государство расположено Юго-восточной Азии. По размеру площади страна занимает 14-е место. Это – президентская республика. Экономика Индонезии относится к аграрно-индустриальной. Занимает 38-е место по уровню экономического роста. Климатические особенности: морской экваториальный пояс. Летом – сезон дождей. Средняя температура круглогодично + 27 С°.
";27_str.jpg
;28;"Ирландия
Государство в Северной Европе. Площадь занимает 117 место в мире по величине. Политическое обустройство страны - парламентская республика. Экономика государства по уровню ВВП занимает 55-е место. Высокий уровень безработицы. Климат океанический теплый. Зимой средняя температура +5С°, летом +16С°.
";28_str.jpg
;29;"Испания
Государство находится в юго-западной Европе. По площади страна находится на 51-м месте в мире. Политическое устройство - парламентская монархия. Экономика страны находится на 14 месте. Страна – крупнейший туристический центр. Климат жаркий средиземноморский. Средняя температура зимой +11С°.
";29_str.jpg
;30;"Италия
Государство Италия находится в Южной Европе. Италия по площади занимает 71-е место в мире. Политическое обустройство - парламентская республика. Экономика республики по уровню ВВП занимает 23 место, по размеру бюджета 7-е, остановилась в развитии. Климат от умеренно континентального до субтропического. Лето жаркое, зима теплая.
";30_str.jpg
;31;"Канада
Государство находится в Северной Америке. По размеру своей территории страна находится на 2-м месте в мире. Парламентарная монархия действует на территории всей страны. Экономика государства одна из самых развитых в мире. Преобладают сырьевой сектор, сфера услуг. Климат субарктический и умеренный. Температура от -35 до +21С°.
";31_str.jpg
;33;"Китай
Китай находится в Восточной Азии. По территории страна занимает 3-е место. Политическое обустройство – однопартийная социалистическая республика. Экономика Китая занимает 2-е место по объему ВВП. Климатический пояс: от умеренного до тропического. Зимой в разных поясах до - 7С°, летом средняя температура по стране +25С°.
";33_str.jpg
;35;"Люксембург
Люксембург находится в Западной Европе. По размеру территории страна занимает 167-е место. Политическое обустройство - парламентарная монархия. Экономика страны одна из самых развитых в мире. Это оффшор. Климат страны мягкий континентальный и морской. Зима теплая дождливая. 
";35_str.jpg
;36;"Македония
Государство Македония находится юго-востоке Европы. По размеру территории страна занимает 145-е место. Страна считается парламентской республикой. Экономика республики слабо развита, развивается за счет добычи полезных ископаемых. Климат средиземноморский, зимой до -1 С°, летом до + 22 С°.
";36_str.jpg
;37;"Малайзия
Малайзия размещается в Юго-восточной Азии. По охвату всей территории, страна находится на 64-й позиции. Политическое устройство - парламентарная монархия. Экономика отличается высокими темпами. Занимает 29-е место в мире, основана на туризме и экспорте нефти. Климат жаркий, влажный, экваториальный. Сезон дождей в мае и октябре, иногда ноябре. Самая жаркая погода в декабре, январе.
";37_str.jpg
;38;"Мальдивы
Государство расположено в Южной Азии. По размеру территории страна занимает 210-е место. Политическое устройство Мальдив - Президентская республика. Экономическая ситуация в стране плачевна, она находится в упадке, основа экономики – туризм. Климат тропический, июнь – время штормов, погода непредсказуема. Температура в среднем +30С° круглый год.
";38_str.jpg
;39;"Марокко
Государство в Северной Африке. По размеру территории страна находится на 57-м местое. В стране действует Конституционная монархия. Экономика Марокко слаборазвита, характеризуется высоким уровнем безработицы, дешевой рабочей силой. Климат средиземноморский, мягкий, летом до +35С°, зимой до 20С°.
";39_str.jpg
;40;"Мексика
Государство находится в Северной Америке. По территории страна занимает 13-е место в мировом рейтинге. Мексика - президентская республика. Экономика государства одна из самых развитых в Америке. Основа развития – добыча нефти и золота. Климат субтропический и тропический. Даже зимой температура не опускается ниже +20 С°.
";40_str.jpg
;41;"Молдавия
Государство находится в Северо-восточной Европе. По площади страна занимает 135-е место в мире. Политическое обустройство - Парламентская республика. Экономика страны основана на виноделии и сельском хозяйстве, наблюдается большой отток рабочей силы. Климат континентальный. Зима сухая умеренно холодная.
";41_str.jpg
;42;"Монголия
Государство расположено в Центральной Азии. По размеру территории страна занимает 18-е место. Политическое устройство - Парламентская республика. Экономика основана на сельском хозяйстве и добыче полезных ископаемых. Климат сухой, континентальный. Зимой температура опускается до – 35 С°.
";42_str.jpg
;43;"Нидерланды
Голландия находится в Западной Европе. По своему размеру страна находится на 132-м месте. Политическая система - Конституционная монархия. Экономика государства довольно развита, в большей степени за счет тяжелой промышленности. Большой уровень налогов, проблема среднего возраста населения (старение). Климат морской, умеренный, зимой температура редко падает ниже 0С°.
";43_str.jpg
;44;"Новая Зеландия
Государство размещено на юго-западе Тихого океана. По размеру территории страна занимает 75-е место в мире. Политическое устройство - парламентарная монархия. Экономика государства занимает по развитию 21-е место в мире. Основа экономики страны заключена в промышленности, сельском хозяйстве и обрабатывающей отрасли. Климат морской субтропический. Самые теплые месяца: январь, февраль.
";44_str.jpg
;45;"Норвегия
Государство находится в Северной Европе. По размеру территории Норвегия занимает 67-е место в мире. В стране действует Конституционная монархия. Экономика Норвегии основана на добыче нефти, низкий уровень безработицы и инфляции. Климат умеренный, средняя температура летом +15С°, зимой -12 С°.
";45_str.jpg
;46;"Объединенные Арабские Эмираты
ОАЭ расположены в Юго-западной Азии. По площади страны занимают 114-е место в мировом рейтинге. Политическое устройство - Федеративная абсолютная монархия Экономика государства основана на нефтедобыче и туризме. Является одной из самых развитых на Востоке. Климат сухой, тропический и субтропический. Средняя температура +20-+35 С°.
";46_str.jpg
;47;"Парагвай
Государство размещено в Южной Америке. По охвату территории страна стоит на 58-й позиции. Политический режим Парагвая - Президентская республика. Экономика страны по развитию сельского хозяйства занимает 6-е место в мире. За чертой бедности находится более половины населения. Климат тропический, влажный, в январе средняя температура + 29 С°, июля +17 С°.
";47_str.jpg
;48;"Перу
Государство Перу находится в Южной Америке. По размеру территории Перу занимает 19-е место. Перу - президентская республика. Государственная экономика зависит от добычи золота, серебра и меди. Развито сельское хозяйство. Климат тропический и горный. Достаточно холодно из-за холодного океанического течения. 
";48_str.jpg
;49;" Польша
Польша - страна Центральной Европы. По площади она занимает 69-е место общем рейтинге. Политический режим страны, это парламентская республика. Экономика Польши слаборазвита. По уровню темпов развития занимает 39-е место. Климатические пояса: умеренный континентальный. Средняя температура зимой -3 С°, летом +19 С°.
";49_str.jpg
;50;"Португалия
Португалия находится в Западной Европе. По территории страна занимает 109-е место. Политическое обустройство парламентская республика. Экономика страны представлена в большей степени сельским хозяйством, виноделием, промышленностью. Уровень ВВП находится на 46 месте. Климатические особенности: мягкий субтропический пояс, в горах более влажно. Летом средняя температура +27С°, зимой +10С°.
";50_str.jpg
;51;"Россия
Государство расположено в Восточной Европе и Северной Азии. По размеру страна занимает в мире место №1. Россия - президентская республика. Экономика занимает 6-е место по объему ВВП. Климатические особенности: регион представлен поясами от арктического до субтропического. Большая часть страны находится в умеренной континентальной зоне.
";51_str.jpg
;52;"Румыния
Государство находится в Юго-восточной Европе. По площади страна занимает 78-е место. Политическое обустройство – парламентская республика. Экономическое развитие республики достигается благодаря добыче нефти и газа. По объему ВВП находится на 47 месте. Климатические особенности: умеренно-континентальный пояс, холодная зима и жаркое лето.
";52_str.jpg
;53;"Саудовская Аравия
Государство Саудовская Аравия находится на Аравийском полуострове. Страна занимает 12-е место в мире по площади. Политическое устройство абсолютная теократическая монархия. Экономика страны считается одной из самых развитых, благодаря экспорту нефти, паломничеству в Мекку. Климат сухой, жаркий, субтропический. Осадков не более 100 мм в год.
";53_str.jpg
;54;"Северная Корея
Северная Корея находится в Восточной Азии. Страна занимает 98-е место в мире по площади. Политический строй страны - однопартийная социалистическая республика. Экономика государства изолирована от внешнего мира. Высокий уровень коррупции. контрабанды. Климат умеренный, с резкими перепадами температур. 
";54_str.jpg
;55;"Сейшельские острова
Государство расположено в Восточной Африке. По общей площади страна занимает 180-е место в мире. Сейшельские острова – президентская республика. Экономика государства развивается благодаря образованию свободной оффшорной зоны, туризму и рыболовству. Климат морской субэкваториальный, отсутствие изнуряющей жары.
";55_str.jpg
;56;"Сингапур
Страна находится Юго-Восточной Азии. По площади территории страна занимает 171-ю позицию. Это – парламентская республика. Экономика Сингапура обеспечивает высокий уровень благосостояния населения. Свободная экономическая зона. Климат экваториальный, влажный, жаркий, частые сезоны дождей.
";56_str.jpg
;57;"США
Государство в Северной Америке. По размеру территории США занимает четвертое место в мире. Страна является президентской республикой по политическому устройству. Экономика США находится на 1-м месте в мире. ВВП страны составляет 25% мирового ВВП. Климатические особенности: умеренный субтропический и континентальный пояс, на севере температура редко опускается ниже 0С° зимой.
";57_str.jpg
;58;"Тайвань
Государство находится немного восточнее Китая, оно островное. По размеру территории страна занимает134-е место в мире. Тайвань – смешанная республика. Экономика государства определяется как капиталистическая. Страна занимает 18-е место по уровню ВВП. Климатические особенности: тропический и субтропический пояс. Лето жаркое и влажное, зима мягкая непродолжительная.
";58_str.jpg
;59;"Тайланд
Государство Тайланд находится на юго-западе Индокитая. По охвату территории страна занимает 50-е место. Политический строй Тайланда - конституционная монархия. Страна быстро развивается экономически. Основные направления туризм и сельское хозяйство. Климат – саванна и тропический муссонный. Весной здесь жарко, с начала лета и по октябрь – сезон дождей, остальное время прохладно.
";59_str.jpg
;60;"Таджикистан
Государство находится в предгорьях Памира в Средней Азии. По площади страна занимает 93-е место. Политический строй страны - президентская республика. Государственная экономика занимает всего 131 место в мире, но стремительно развивается благодаря развитию туризма и добыче минералов. Климат - умеренный сухой. В горах холодно, на равнине жарко.
";60_str.jpg
;61;"Турция
Государство расположено в Юго-западной Азии. Площадь страны занимает 36-ю позицию по величине. Политическое обустройство – парламентско-президентская республика. Экономика Турции находится в постоянном развитии, во многом благодаря отрасли туризма. Климат средиземноморский, субтропический, жаркий. Зима теплая, не ниже +13 С°.
";61_str.jpg
;62;"Украина
Государство находится в Восточно-европейской части материка. По размеру территории страна занимает 47-е место. Политическое устройство парламентско-президентская республика. Экономика страны  до кризиса занимала 84-е место в мире, высокий уровень безработицы. Климат континентальный и умеренный средиземноморский. Январский минимум -8 С°.
";62_str.jpg
;63;"Филиппины
Государство находится в Юго-восточной Азии. По площади Филиппины занимают 72-е место в мире. Политическое обустройство - Унитарная президентская конституционная республика. Экономика государства занимает 30 место по ВВП. Страна развивается за счет экспорта фруктов и кокосов, тормозит рост экономики отсутствие источников энергии. Климат субэкваториальный и тропический, начиная с лета и по октябрь в стране бушуют тайфуны.
";63_str.jpg
;64;"Финляндия
Финляндия расположена в Северной Европе. По охвату территории страна занимает 64-е место в мире. Устройство страны - парламентско-президентская республика. Экономика Финляндии считается высокоразвитой, имеет низкий уровень инфляции. Климат мягкий, полярная зима длится 51 день, летом солнце не заходит за горизонт 73 дня.
";64_str.jpg
;65;"Франция
Государство Франция находится на Северо-западе Европы. По размеру территории страна находится на 48-м месте в мире. Политическое обустройство – президентско-парламентская республика. Экономика страны высокоразвита и находится на 5 месте в рейтинге мировых держав. Климат умеренный, зима на большинстве территорий мягкая теплая, лето жаркое.
";65_str.jpg
;66;"Хорватия
Государство размещается центре Европы. По размеру территории страна занимает 126-ю позицию. В стране действует парламентская республика. Экономика государства стабильно растет, высокий уровень безработицы. Климат средиземноморский. С мая по сентябрь средняя температура + 31 С°.
";66_str.jpg
;67;"Чехия
Государство находится центральной Европе. По размеру территории страна находится на 115-м месте. Политическое обустройство – парламентская республика. Экономика республики стабильна, на данный момент выходит из кризиса. Климат умеренный континентальный, морской, теплое лето, умеренно теплая влажная зима.
";67_str.jpg
;68;"Чили
Государство расположено на западе Южной Америки. По площади страна занимает 37-ю позицию. Политическое устройство страны президентская республика. Экономика страны по уровню ВВП занимает 121 место. Крупнейший экспортер меди. Климат тропический пустынный и умеренный океанический. Дождливое теплое лето.
";68_str.jpg
